コード,銘柄名,市場,現在値,前日比(%)
7695,交換できるくん,東G,"707","-9.0 (-1.26%) "
7698,アイスコ,東S,"2,482","+16.0 (+0.65%) "
7699,オムニ・プラス・システム,東G,"744","+4.0 (+0.54%) "
7701,島津製作所,東P,"3,808","+42.0 (+1.12%) "
7702,ＪＭＳ,東S,"444","+6.0 (+1.37%) "
7707,プレシジョン・システム・サイエ,東G,"194","+6.0 (+3.19%) "
7709,クボテック,東S,"65","+1.0 (+1.56%) "
7711,助川電気工業,東S,"5,650","+705.0 (+14.26%) "
7713,シグマ光機,東S,"2,282","+147.0 (+6.89%) "
7715,長野計器,東P,"4,290","+240.0 (+5.93%) "
7716,ナカニシ,東S,"3,000","-5.0 (-0.17%) "
7717,ブイ・テクノロジー,東P,"6,780","+510.0 (+8.13%) "
7719,東京衡機,東S,"433","+46.0 (+11.89%) "
7721,東京計器,東P,"5,830","+540.0 (+10.21%) "
7722,国際計測器,東S,"755","+6.0 (+0.80%) "
7723,愛知時計電機,東P,"2,903","+23.0 (+0.80%) "
7725,インターアクション,東P,"1,891","+7.0 (+0.37%) "
7726,黒田精工,東S,"1,473","+144.0 (+10.84%) "
7727,オーバル,東S,"741","+23.0 (+3.20%) "
7729,東京精密,東P,"19,255","+65.0 (+0.34%) "
7730,マニー,東P,"1,704","+43.0 (+2.59%) "
7731,ニコン,東P,"2,104.5","+4.5 (+0.21%) "
7733,オリンパス,東P,"1,612","-50.0 (-3.01%) "
7734,理研計器,東P,"3,630","+130.0 (+3.71%) "
7735,ＳＣＲＥＥＮ　ＨＬＤＧ,東P,"15,320","+350.0 (+2.34%) "
7740,タムロン,東P,"1,280","+247.0 (+23.91%) "
7741,ＨＯＹＡ,東P,"27,620","+555.0 (+2.05%) "
7743,シード,東S,"489","+2.0 (+0.41%) "
7744,ノーリツ鋼機,東P,"2,017","-16.0 (-0.79%) "
7745,Ａ＆ＤホロンＨＬＤＧ,東P,"2,806","+91.0 (+3.35%) "
7746,岡本硝子,東S,"828","-69.0 (-7.69%) "
7747,朝日インテック,東P,"3,609","+50.0 (+1.40%) "
7749,メディキット,東S,"2,821","+13.0 (+0.46%) "
7751,キヤノン,東P,"4,372","+66.0 (+1.53%) "
7752,リコー,東P,"1,500.5","+38.0 (+2.60%) "
7760,ＩＭＶ,東S,"2,430","+123.0 (+5.33%) "
7762,シチズン時計,東P,"2,352","-11.0 (-0.47%) "
7769,リズム,東P,"3,735","+100.0 (+2.75%) "
7771,日本精密,東S,"322","+2.0 (+0.63%) "
7774,ジャパン・ティッシュエンジニア,東G,"623","+33.0 (+5.59%) "
7775,大研医器,東S,"426","+6.0 (+1.43%) "
7776,セルシード,東G,"219","+4.0 (+1.86%) "
7777,スリー・ディー・マトリックス,東G,"343","+2.0 (+0.59%) "
7779,ＣＹＢＥＲＤＹＮＥ,東G,"257","+6.0 (+2.39%) "
7780,メニコン,東P,"1,642","+7.0 (+0.43%) "
7781,平山ＨＬＤＧ,東S,"1,485","+35.0 (+2.41%) "
7782,シンシア,東S,"468","+5.0 (+1.08%) "
7790,バルコス,名N,"1,032","-1.0 (-0.10%) "
7791,ドリームベッド,東S,"810","+7.0 (+0.87%) "
7792,コラントッテ,東G,"1,447","+5.0 (+0.35%) "
7793,イメージ・マジック,東G,"1,406","-43.0 (-2.97%) "
7794,イーディーピー,東G,"1,097","+29.0 (+2.72%) "
7795,ＫＹＯＲＩＴＳＵ,東S,"191","+2.0 (+1.06%) "
7800,アミファ,東S,"872","+37.0 (+4.43%) "
7803,ブシロード,東G,"265","-7.0 (-2.57%) "
7804,ビーアンドピー,東S,"2,170","-62.0 (-2.78%) "
7805,プリントネット,東S,"739","+3.0 (+0.41%) "
7806,ＭＴＧ,東G,"7,310","+50.0 (+0.69%) "
7807,幸和製作所,東S,"804","-3.0 (-0.37%) "
7808,シー・エス・ランバー,東S,"2,520","+10.0 (+0.40%) "
7809,壽屋,東S,"1,352","+13.0 (+0.97%) "
7810,クロスフォー,東S,"157","+4.0 (+2.61%) "
7811,中本パックス,東S,"1,880","+24.0 (+1.29%) "
7812,クレステック,東S,"2,088","-1.0 (-0.05%) "
7813,プラッツ,東S,"958","-11.0 (-1.14%) "
7814,日本創発グループ,東S,"580","+14.0 (+2.47%) "
7815,東京ボード工業,東S,"264","-4.0 (-1.49%) "
7818,トランザクション,東P,"1,331","+1.0 (+0.08%) "
7819,粧美堂,東S,"852","+41.0 (+5.06%) "
7820,ニホンフラッシュ,東P,"716","+8.0 (+1.13%) "
7821,前田工繊,東P,"1,753","-2.0 (-0.11%) "
7822,永大産業,東S,"246","+7.0 (+2.93%) "
7823,アートネイチャー,東S,"849","-2.0 (-0.24%) "
7826,フルヤ金属,東P,"9,200","+220.0 (+2.45%) "
7827,オービス,東S,"1,622","-8.0 (-0.49%) "
7831,ウイルコＨＬＤＧ,東S,"67","+1.0 (+1.52%) "
7832,バンダイナムコＨＬＤＧ,東P,"3,612","+23.0 (+0.64%) "
7833,アイフィスジャパン,東S,"630","-1.0 (-0.16%) "
7836,アビックス,東S,"79","+2.0 (+2.60%) "
7837,アールシーコア,東S,"300","0.0 (0.00%) "
7839,ＳＨＯＥＩ,東P,"1,831","+26.0 (+1.44%) "
7840,フランスベッドＨＬＤＧ,東P,"1,234","-5.0 (-0.40%) "
7841,遠藤製作所,東S,"1,089","+9.0 (+0.83%) "
7844,マーベラス,東P,"438","-4.0 (-0.90%) "
7846,パイロットコーポレーション,東P,"5,003","+53.0 (+1.07%) "
7847,グラファイトデザイン,東S,"612","-9.0 (-1.45%) "
7849,スターツ出版,東S,"3,325","+35.0 (+1.06%) "
7850,総合商研,東S,"859","-9.0 (-1.04%) "
7851,カワセコンピュータサプライ,東S,"171","+2.0 (+1.18%) "
7856,萩原工業,東P,"1,700","+11.0 (+0.65%) "
7857,セキ,東S,"--","-- (--%) "
7859,アルメディオ,東S,"268","+1.0 (+0.37%) "
7860,エイベックス,東P,"1,184","-8.0 (-0.67%) "
7863,平賀,東S,"--","-- (--%) "
7864,フジシールインターナショナル,東P,"2,709","-23.0 (-0.84%) "
7865,ピープル,東S,"352","+2.0 (+0.57%) "
7867,タカラトミー,東P,"2,918.5","+19.5 (+0.67%) "
7868,広済堂ＨＬＤＧ,東P,"476","+7.0 (+1.49%) "
7870,福島印刷,名M,"389","0.0 (0.00%) "
7871,フクビ化学工業,東S,"896","-1.0 (-0.11%) "
7872,エステールＨＬＤＧ,東S,"596","0.0 (0.00%) "
7874,レック,東P,"938","-3.0 (-0.32%) "
7875,竹田ｉＰＨＬＤＧ,東S,"729","-4.0 (-0.55%) "
7877,永大化工,東S,"1,985","+15.0 (+0.76%) "
7878,光・彩,東S,"1,460","+8.0 (+0.55%) "
7879,ノダ,東S,"638","+2.0 (+0.31%) "
7883,サンメッセ,東S,"381","+1.0 (+0.26%) "
7885,タカノ,東S,"1,035","-9.0 (-0.86%) "
7886,ヤマト　モビリティ　＆　Ｍｆｇ,東S,"670","+41.0 (+6.52%) "
7887,南海プライウッド,東S,"1,563","-22.0 (-1.39%) "
7888,三光合成,東P,"793","+9.0 (+1.15%) "
7893,プロネクサス,東P,"1,053","+7.0 (+0.67%) "
7896,セブン工業,東S,"489","+2.0 (+0.41%) "
7897,ホクシン,東S,"100","+1.0 (+1.01%) "
7898,ウッドワン,東S,"859","+3.0 (+0.35%) "
7901,マツモト,東S,"789","+14.0 (+1.81%) "
7902,ソノコム,東S,"1,074","+24.0 (+2.29%) "
7906,ヨネックス,東S,"2,326","+2.0 (+0.09%) "
7908,きもと,東S,"232","+1.0 (+0.43%) "
7911,ＴＯＰＰＡＮＨＬＤＧ,東P,"4,392","-38.0 (-0.86%) "
7912,大日本印刷,東P,"2,644","-5.5 (-0.21%) "
7914,共同印刷,東P,"1,524","+4.0 (+0.26%) "
7915,ＮＩＳＳＨＡ,東P,"1,400","-2.0 (-0.14%) "
7916,光村印刷,東S,"1,805","-5.0 (-0.28%) "
7917,ＺＡＣＲＯＳ,東P,"1,307","+19.0 (+1.48%) "
7918,ヴィアＨＬＤＧ,東S,"105","0.0 (0.00%) "
7919,野崎印刷紙業,東S,"189","+2.0 (+1.07%) "
7921,ＴＡＫＡＲＡ＆ＣＯＭＰＡＮＹ,東P,"3,045","-5.0 (-0.16%) "
7922,三光産業,東S,"717","-1.0 (-0.14%) "
7927,ムトー精工,東S,"2,250","+80.0 (+3.69%) "
7928,旭化学工業,東S,"609","+2.0 (+0.33%) "
7931,未来工業,東P,"3,065","+20.0 (+0.66%) "
7932,ニッピ,東S,"11,440","+60.0 (+0.53%) "
7936,アシックス,東P,"4,395","-36.0 (-0.81%) "
7937,ツツミ,東S,"2,700","-6.0 (-0.22%) "
7938,リーガルコーポレーション,東S,"2,070","+2.0 (+0.10%) "
7939,研創,東S,"567","-14.0 (-2.41%) "
7940,ウェーブロックＨＬＤＧ,東S,"1,048","+1.0 (+0.10%) "
7942,ＪＳＰ,東P,"2,630","-24.0 (-0.90%) "
7943,ニチハ,東P,"2,974","-36.0 (-1.20%) "
7944,ローランド,東P,"4,310","-15.0 (-0.35%) "
7946,光陽社,東S,"373","-12.0 (-3.12%) "
7947,エフピコ,東P,"2,593","+91.0 (+3.64%) "
7949,小松ウオール工業,東P,"2,480","+10.0 (+0.40%) "
7950,日本デコラックス,名M,"--","-- (--%) "
7951,ヤマハ,東P,"1,107","+3.5 (+0.32%) "
7952,河合楽器製作所,東P,"3,245","-5.0 (-0.15%) "
7953,菊水化学工業,東S,"384","0.0 (0.00%) "
7955,クリナップ,東P,"885","+3.0 (+0.34%) "
7956,ピジョン,東P,"2,007.5","+26.5 (+1.34%) "
7957,フジコピアン,東S,"1,620","+11.0 (+0.68%) "
7962,キングジム,東P,"820","+5.0 (+0.61%) "
7963,興研,東S,"1,729","+26.0 (+1.53%) "
7965,象印マホービン,東P,"1,436","-10.0 (-0.69%) "
7966,リンテック,東P,"6,390","+330.0 (+5.45%) "
7970,信越ポリマー,東P,"2,313","+18.0 (+0.78%) "
7971,東リ,東S,"628","+6.0 (+0.96%) "
7972,イトーキ,東P,"2,431","-24.0 (-0.98%) "
7974,任天堂,東P,"7,275","+57.0 (+0.79%) "
7975,リヒトラブ,東S,"1,077","+6.0 (+0.56%) "
7976,三菱鉛筆,東P,"2,534","0.0 (0.00%) "
7979,松風,東P,"1,982","-19.0 (-0.95%) "
7980,重松製作所,東S,"800","+19.0 (+2.43%) "
7981,タカラスタンダード,東P,"3,000","0.0 (0.00%) "
7983,ミロク,東S,"1,042","-7.0 (-0.67%) "
7984,コクヨ,東P,"809.5","+3.5 (+0.43%) "
7985,ネポン,東S,"733","+2.0 (+0.27%) "
7986,日本アイ・エス・ケイ,東S,"1,801","-2.0 (-0.11%) "
7987,ナカバヤシ,東S,"554","+1.0 (+0.18%) "
7988,ニフコ,東P,"4,520","+55.0 (+1.23%) "
7989,立川ブラインド工業,東P,"2,479","+24.0 (+0.98%) "
7990,グローブライド,東P,"2,404","+41.0 (+1.74%) "
7991,マミヤ・オーピー,東S,"1,069","-1.0 (-0.09%) "
7992,セーラー万年筆,東S,"102","0.0 (0.00%) "
7994,オカムラ,東P,"2,250","+4.0 (+0.18%) "
7995,バルカー,東P,"8,010","+70.0 (+0.88%) "
7997,くろがね工作所,東S,"985","+3.0 (+0.31%) "
8001,伊藤忠商事,東P,"1,860.5","+1.0 (+0.05%) "
8002,丸紅,東P,"4,949","+28.0 (+0.57%) "
8005,スクロール,東P,"1,643","+16.0 (+0.98%) "
8006,ユアサ・フナショク,東S,"1,450","-41.0 (-2.75%) "
8007,高島,東P,"749","+3.0 (+0.40%) "
8008,ヨンドシーＨＬＤＧ,東P,"1,858","-12.0 (-0.64%) "
8011,三陽商会,東P,"3,825","+5.0 (+0.13%) "
8012,長瀬産業,東P,"1,205.5","-9.0 (-0.74%) "
8013,ナイガイ,東S,"347","+17.0 (+5.15%) "
8014,蝶理,東P,"3,870","-35.0 (-0.90%) "
8015,豊田通商,東P,"6,344","-72.0 (-1.12%) "
8016,オンワードＨＬＤＧ,東P,"727","+9.0 (+1.25%) "
8018,三共生興,東S,"874","+2.0 (+0.23%) "
8020,兼松,東P,"2,092","-23.0 (-1.09%) "
8022,美津濃,東P,"3,450","+25.0 (+0.73%) "
8023,ＤＡＩＫＯ　ＸＴＥＣＨ,東S,"950","+26.0 (+2.81%) "
8025,ツカモトコーポレーション,東S,"1,224","-3.0 (-0.24%) "
8029,ルックＨＬＤＧ,東S,"2,710","+10.0 (+0.37%) "
8030,中央魚類,東S,"3,445","+45.0 (+1.32%) "
8031,三井物産,東P,"4,719","+16.0 (+0.34%) "
8032,日本紙パルプ商事,東P,"1,096","-3.0 (-0.27%) "
8035,東京エレクトロン,東P,"72,640","+1,780.0 (+2.51%) "
8037,カメイ,東P,"3,470","-5.0 (-0.14%) "
8039,築地魚市場,東S,"3,690","-5.0 (-0.14%) "
8040,東京ソワール,東S,"1,010","-11.0 (-1.08%) "
8041,ＯＵＧ　ＨＬＤＧ,東S,"4,235","+25.0 (+0.59%) "
8043,スターゼン,東P,"1,176","+3.0 (+0.26%) "
8045,横浜丸魚,東S,"1,710","+45.0 (+2.70%) "
8046,丸藤シートパイル,東S,"841","+10.0 (+1.20%) "
8050,セイコーグループ,東P,"7,780","+530.0 (+7.31%) "
8051,山善,東P,"1,755","-5.0 (-0.28%) "
8052,椿本興業,東P,"2,680","+10.0 (+0.37%) "
8053,住友商事,東P,"6,547","+18.0 (+0.28%) "
8056,ＢＩＰＲＯＧＹ,東P,"4,297","+19.0 (+0.44%) "
8057,内田洋行,東P,"1,924","0.0 (0.00%) "
8058,三菱商事,東P,"4,610","+15.0 (+0.33%) "
8059,第一実業,東P,"3,020","-30.0 (-0.98%) "
8060,キヤノンマーケティングジャパン,東P,"3,416","+57.0 (+1.70%) "
8061,西華産業,東P,"2,967","+59.0 (+2.03%) "
8065,佐藤商事,東P,"3,190","-35.0 (-1.09%) "
8066,三谷商事,東S,"2,464","-12.0 (-0.48%) "
8070,東京産業,東P,"824","+20.0 (+2.49%) "
8071,東海エレクトロニクス,名M,"2,810","+41.0 (+1.48%) "
8074,ＹＵＡＳＡ,東P,"5,310","+20.0 (+0.38%) "
8075,神鋼商事,東P,"2,431","-12.0 (-0.49%) "
8076,カノークス,東S,"1,965","+14.0 (+0.72%) "
8077,トルク,東S,"203","+1.0 (+0.50%) "
8078,阪和興業,東P,"1,707","-3.0 (-0.18%) "
8079,正栄食品工業,東P,"4,255","-95.0 (-2.18%) "
8081,カナデン,東P,"2,515","+15.0 (+0.60%) "
8084,ＲＹＯＤＥＮ,東P,"3,995","0.0 (0.00%) "
8085,ナラサキ産業,東S,"3,965","+10.0 (+0.25%) "
8086,ニプロ,東P,"1,660","+12.0 (+0.73%) "
8088,岩谷産業,東P,"1,889.5","+32.0 (+1.72%) "
8089,ナイス,東S,"1,840","0.0 (0.00%) "
8091,ニチモウ,東P,"2,211","-3.0 (-0.14%) "
8093,極東貿易,東P,"1,722","+3.0 (+0.17%) "
8095,アステナＨＬＤＧ,東P,"493","+8.0 (+1.65%) "
8097,三愛オブリ,東P,"2,068","-23.0 (-1.10%) "
8098,稲畑産業,東P,"3,820","-15.0 (-0.39%) "
8101,ＧＳＩクレオス,東P,"2,379","+37.0 (+1.58%) "
8103,明和産業,東P,"873","+1.0 (+0.11%) "
8104,クワザワＨＬＤＧ,東S,"646","-6.0 (-0.92%) "
8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ,東S,"191","-19.0 (-9.05%) "
8107,キムラタン,東S,"33","+1.0 (+3.13%) "
8111,ゴールドウイン,東P,"2,178","-14.0 (-0.64%) "
8113,ユニ・チャーム,東P,"943.8","+10.9 (+1.17%) "
8115,ムーンバット,東S,"1,719","+8.0 (+0.47%) "
8117,中央自動車工業,東S,"2,065","+2.0 (+0.10%) "
8118,キング,東S,"1,195","-22.0 (-1.81%) "
8119,三栄コーポレーション,東S,"754","-3.0 (-0.40%) "
8123,川辺,東S,"1,316","-13.0 (-0.98%) "
8125,ワキタ,東P,"1,687","+3.0 (+0.18%) "
8127,ヤマトインターナショナル,東S,"598","-2.0 (-0.33%) "
8129,東邦ＨＬＤＧ,東P,"3,900","-118.0 (-2.94%) "
8130,サンゲツ,東P,"2,890","-15.0 (-0.52%) "
8131,ミツウロコグループＨＬＤＧ,東S,"1,877","+15.0 (+0.81%) "
8132,シナネンＨＬＤＧ,東P,"7,840","+120.0 (+1.55%) "
8133,伊藤忠エネクス,東P,"2,005","+2.0 (+0.10%) "
8135,ゼット,東S,"422","+5.0 (+1.20%) "
8136,サンリオ,東P,"870.5","+0.5 (+0.06%) "
8137,サンワテクノス,東P,"3,650","+15.0 (+0.41%) "
8138,三京化成,東S,"4,135","+45.0 (+1.10%) "
8139,ナガホリ,東S,"2,053","-81.0 (-3.80%) "
8141,新光商事,東P,"1,581","+1.0 (+0.06%) "
8142,トーホー,東P,"1,300","+17.0 (+1.33%) "
8143,ラピーヌ,東S,"164","+8.0 (+5.13%) "
8144,デンキョーグループＨＬＤＧ,東S,"1,327","0.0 (0.00%) "
8145,中部水産,名M,"--","-- (--%) "
8147,トミタ,東S,"1,232","+27.0 (+2.24%) "
8150,三信電気,東P,"2,704","-2.0 (-0.07%) "
8151,東陽テクニカ,東P,"2,036","+76.0 (+3.88%) "
8152,ソマール,東S,"7,300","+40.0 (+0.55%) "
8153,モスフードサービス,東P,"3,595","-20.0 (-0.55%) "
8154,加賀電子,東P,"4,415","-15.0 (-0.34%) "
8157,都築電気,東P,"3,905","+5.0 (+0.13%) "
8158,ソーダニッカ,東P,"1,110","+7.0 (+0.63%) "
8159,立花エレテック,東P,"3,010","0.0 (0.00%) "
8160,木曽路,東P,"2,281","-7.0 (-0.31%) "
8163,ＳＲＳ　ＨＬＤＧ,東P,"1,206","+20.0 (+1.69%) "
8165,千趣会,東S,"116","0.0 (0.00%) "
8166,タカキュー,東S,"79","-1.0 (-1.25%) "
8167,リテールパートナーズ,東P,"1,317","+9.0 (+0.69%) "
8173,Ｊｏｓｈｉｎ,東P,"3,830","+65.0 (+1.73%) "
8174,日本瓦斯,東P,"2,720.5","+6.5 (+0.24%) "
8179,ロイヤルＨＬＤＧ,東P,"1,230","+9.0 (+0.74%) "
8181,東天紅,東S,"1,038","+13.0 (+1.27%) "
8185,チヨダ,東P,"964","-2.0 (-0.21%) "
8190,ヤマナカ,名M,"520","0.0 (0.00%) "
8194,ライフコーポレーション,東P,"2,543","-12.0 (-0.47%) "
8198,マックスバリュ東海,東S,"3,155","-35.0 (-1.10%) "
8200,リンガーハット,東P,"2,095","-8.0 (-0.38%) "
8202,ラオックスＨＬＤＧ,東S,"146","+1.0 (+0.69%) "
8203,ＭｒＭａｘＨＤ,東P,"750","-4.0 (-0.53%) "
8207,テンアライド,東S,"284","+1.0 (+0.35%) "
8214,ＡＯＫＩ　ＨＬＤＧ,東P,"1,593","+6.0 (+0.38%) "
8217,オークワ,東P,"782","0.0 (0.00%) "
8218,コメリ,東P,"3,475","-25.0 (-0.71%) "
8219,青山商事,東P,"684","-3.0 (-0.44%) "
8225,タカチホ,東S,"3,370","0.0 (0.00%) "
8226,理経,東S,"394","+5.0 (+1.29%) "
8227,しまむら,東P,"3,313","+2.0 (+0.06%) "
8228,マルイチ産商,名M,"1,133","+2.0 (+0.18%) "
8230,はせがわ,東S,"310","+2.0 (+0.65%) "
8233,高島屋,東P,"2,219","+41.0 (+1.88%) "
8237,松屋,東P,"1,488","+52.0 (+3.62%) "
8242,エイチ・ツー・オー　リテイリン,東P,"2,525","-10.0 (-0.39%) "
8244,近鉄百貨店,東S,"1,785","+7.0 (+0.39%) "
8247,大和,東S,"273","-4.0 (-1.44%) "
8252,丸井グループ,東P,"2,796.5","-26.0 (-0.92%) "
8253,クレディセゾン,東P,"4,430","+143.0 (+3.34%) "
8254,さいか屋,東S,"243","+3.0 (+1.25%) "
8255,アクシアル　リテイリング,東P,"1,077","-31.0 (-2.80%) "
8260,井筒屋,東S,"380","-7.0 (-1.81%) "
8267,イオン,東P,"1,365.5","+4.5 (+0.33%) "
8273,イズミ,東P,"939","+1.0 (+0.11%) "
8275,フォーバル,東S,"990","+5.0 (+0.51%) "
8276,平和堂,東P,"2,507","-10.0 (-0.40%) "
8278,フジ,東P,"1,930","-12.0 (-0.62%) "
8281,ゼビオＨＬＤＧ,東P,"1,050","-3.0 (-0.28%) "
8282,ケーズＨＬＤＧ,東P,"2,014","-19.0 (-0.93%) "
8283,ＰＡＬＴＡＣ,東P,"6,637","-7.0 (-0.11%) "
8285,三谷産業,東S,"657","+19.0 (+2.98%) "
8289,Ｏｌｙｍｐｉｃグループ,東S,"974","0.0 (0.00%) "
8291,日産東京販売ＨＬＤＧ,東S,"578","+12.0 (+2.12%) "
8301,日本銀行　出資証券,東優,"--","-- (--%) "
8303,ＳＢＩ新生銀行,東P,"1,445","-4.0 (-0.28%) "
8304,あおぞら銀行,東P,"2,757","+11.5 (+0.42%) "
8306,三菱ＵＦＪ　ＦＧ,東P,"3,272","+44.0 (+1.36%) "
8308,りそなＨＬＤＧ,東P,"2,161.5","+17.0 (+0.79%) "
8309,三井住友トラストグループ,東P,"6,033","+54.0 (+0.90%) "
8316,三井住友ＦＧ,東P,"6,450","+41.0 (+0.64%) "
8331,千葉銀行,東P,"2,462.5","+7.0 (+0.29%) "
8334,群馬銀行,東P,"2,307","-26.0 (-1.11%) "
8336,武蔵野銀行,東P,"2,434","-50.0 (-2.01%) "
8337,千葉興業銀行,東P,"2,368","+3.0 (+0.13%) "
8338,筑波銀行,東P,"663","-31.0 (-4.47%) "
8341,七十七銀行,東P,"3,251","-36.0 (-1.10%) "
8343,秋田銀行,東P,"6,220","-120.0 (-1.89%) "
8344,山形銀行,東P,"3,465","-95.0 (-2.67%) "
8345,岩手銀行,東P,"1,968","-79.0 (-3.86%) "
8346,東邦銀行,東P,"756","-24.0 (-3.08%) "
8349,東北銀行,東S,"1,380","-12.0 (-0.86%) "
8354,ふくおかＦＧ,東P,"6,873","+12.0 (+0.17%) "
8358,スルガ銀行,東P,"2,383","-2.0 (-0.08%) "
8359,八十二長野銀行,東P,"2,287","-59.0 (-2.51%) "
8360,山梨中央銀行,東P,"6,000","-140.0 (-2.28%) "
8361,大垣共立銀行,東P,"7,180","-170.0 (-2.31%) "
8362,福井銀行,東P,"5,160","-200.0 (-3.73%) "
8364,清水銀行,東P,"2,497","-2.0 (-0.08%) "
8365,富山銀行,東S,"2,092","+17.0 (+0.82%) "
8366,滋賀銀行,東P,"2,248","-36.0 (-1.58%) "
8367,南都銀行,東P,"1,742","-42.0 (-2.35%) "
8368,百五銀行,東P,"1,913","-67.0 (-3.38%) "
8370,紀陽銀行,東P,"4,440","-70.0 (-1.55%) "
8377,ほくほくＦＧ,東P,"6,333","-136.0 (-2.10%) "
8381,山陰合同銀行,東P,"2,131","-47.0 (-2.16%) "
8383,鳥取銀行,東S,"1,584","+20.0 (+1.28%) "
8386,百十四銀行,東P,"2,431","-80.0 (-3.19%) "
8387,四国銀行,東P,"2,797","-91.0 (-3.15%) "
8388,阿波銀行,東P,"6,750","-190.0 (-2.74%) "
8392,大分銀行,東P,"2,315","-57.0 (-2.40%) "
8393,宮崎銀行,東P,"2,026","-55.0 (-2.64%) "
8395,佐賀銀行,東P,"5,270","-170.0 (-3.13%) "
8399,琉球銀行,東P,"2,541","-91.0 (-3.46%) "
8410,セブン銀行,東P,"285.1","-0.3 (-0.11%) "
8411,みずほＦＧ,東P,"8,006","+249.0 (+3.21%) "
8416,高知銀行,東S,"1,236","-6.0 (-0.48%) "
8418,山口ＦＧ,東P,"2,850.5","-66.5 (-2.28%) "
8421,信金中央金庫　優先出資証券,東優,"185,500","0.0 (0.00%) "
8424,芙蓉総合リース,東P,"4,236","-45.0 (-1.05%) "
8425,みずほリース,東P,"1,273","-10.0 (-0.78%) "
8439,東京センチュリー,東P,"2,460.5","+21.0 (+0.86%) "
8473,ＳＢＩ　ＨＬＤＧ,東P,"2,912","-56.5 (-1.90%) "
8508,Ｊトラスト,東S,"776","+12.0 (+1.57%) "
8511,日本証券金融,東P,"2,313","-32.0 (-1.36%) "
8518,日本アジア投資,東S,"131","0.0 (0.00%) "
8522,名古屋銀行,東P,"5,830","-150.0 (-2.51%) "
8524,北洋銀行,東P,"1,015","-10.0 (-0.98%) "
8537,大光銀行,東S,"2,772","-64.0 (-2.26%) "
8541,愛媛銀行,東P,"1,968","-57.0 (-2.81%) "
8542,トマト銀行,東S,"1,490","-4.0 (-0.27%) "
8544,京葉銀行,東P,"2,445","-35.0 (-1.41%) "
8550,栃木銀行,東P,"947","-26.0 (-2.67%) "
8551,北日本銀行,東P,"5,270","-80.0 (-1.50%) "
8558,東和銀行,東P,"1,476","-28.0 (-1.86%) "
8562,福島銀行,東S,"348","-6.0 (-1.69%) "
8563,大東銀行,東S,"960","-4.0 (-0.41%) "
8566,リコーリース,東P,"6,230","-30.0 (-0.48%) "
8570,イオンフィナンシャルサービス,東P,"1,491.5","-8.0 (-0.53%) "
8572,アコム,東S,"450.6","+1.3 (+0.29%) "
8584,ジャックス,東P,"3,515","-70.0 (-1.95%) "
8585,オリエントコーポレーション,東P,"856","0.0 (0.00%) "
8591,オリックス,東P,"6,336","+31.0 (+0.49%) "
8593,三菱ＨＣキャピタル,東P,"1,325","+10.5 (+0.80%) "
8595,ジャフコ　グループ,東P,"2,213","-33.0 (-1.47%) "
8596,九州リースサービス,東S,"1,419","+12.0 (+0.85%) "
8600,トモニＨＬＤＧ,東P,"871","-18.0 (-2.02%) "
8601,大和証券グループ本社,東P,"1,607.5","+5.0 (+0.31%) "
8604,野村ＨＬＤＧ,東P,"1,451","+36.0 (+2.54%) "
8609,岡三証券グループ,東P,"963","-8.0 (-0.82%) "
8613,丸三証券,東P,"1,056","-8.0 (-0.75%) "
8614,東洋証券,東P,"614","-8.0 (-1.29%) "
8616,東海東京フィナンシャルＨＬＤＧ,東P,"742","-11.0 (-1.46%) "
8617,光世証券,東S,"520","-1.0 (-0.19%) "
8622,水戸証券,東P,"658","-2.0 (-0.30%) "
8624,いちよし証券,東P,"1,365","-24.0 (-1.73%) "
8628,松井証券,東P,"947","+5.0 (+0.53%) "
8630,ＳＯＭＰＯ　ＨＬＤＧ,東P,"6,194","-54.0 (-0.86%) "
8697,日本取引所グループ,東P,"2,200","-24.0 (-1.08%) "
8698,マネックスグループ,東P,"634","-6.0 (-0.94%) "
8699,ＨＳＨＬＤＧ,東S,"1,176","+14.0 (+1.20%) "
8700,丸八証券,東S,"1,721","+5.0 (+0.29%) "
8704,トレイダーズＨＬＤＧ,東S,"1,157","+4.0 (+0.35%) "
8705,日産証券グループ,東S,"230","+2.0 (+0.88%) "
8706,極東証券,東P,"1,537","-27.0 (-1.73%) "
8707,岩井コスモＨＬＤＧ,東P,"4,010","-45.0 (-1.11%) "
8708,アイザワ証券グループ,東P,"1,463","-9.0 (-0.61%) "
8713,フィデアＨＬＤＧ,東P,"2,000","-8.0 (-0.40%) "
8714,池田泉州ＨＬＤＧ,東P,"992","-13.0 (-1.29%) "
8715,アニコムＨＤ,東P,"1,244","+16.0 (+1.30%) "
8725,ＭＳ＆ＡＤインシュアランスＨＤ,東P,"4,557","-59.0 (-1.28%) "
8729,ソニーフィナンシャルグループ,東P,"140.6","0.0 (0.00%) "
8737,あかつき本社,東S,"599","+2.0 (+0.34%) "
8739,スパークス・グループ,東P,"2,153","-22.0 (-1.01%) "
8742,小林洋行,東S,"550","0.0 (0.00%) "
8746,ｕｎｂａｎｋｅｄ,東S,"229","-2.0 (-0.87%) "
8747,豊トラスティ証券,東S,"2,180","+42.0 (+1.96%) "
8750,第一ライフグループ,東P,"1,793","+3.5 (+0.20%) "
